Year,2020/21
Hillingdon 028C,133
Hillingdon 028D,95
Hillingdon 028E,196
Hillingdon 029A,143
Hillingdon 029B,67
Hillingdon 029C,110
Hillingdon 029D,138
Hillingdon 029E,36
Hillingdon 030A,169
Hillingdon 030B,57
Hillingdon 030C,70
Hillingdon 030D,121
Hillingdon 030E,74
Hillingdon 031A,79
Hillingdon 031B,75
Hillingdon 031C,88
Hillingdon 031D,86
Hillingdon 032A,52
Hillingdon 032B,127
Hillingdon 032C,129
Hillingdon 032D,107
Hillingdon 032E,202
Hillingdon 033A,73
Hillingdon 033B,73
Hillingdon 033C,13
Hillingdon 033D,62
Hillingdon 033E,44
Hounslow 001A,20
Hounslow 001B,31
Hounslow 001C,18
Hounslow 001D,8
Hounslow 001E,11
Hounslow 003A,81
Hounslow 003B,87
Hounslow 003C,159
Hounslow 003D,141
Hounslow 003F,51
Hounslow 003G,36
Hounslow 004A,129
Hounslow 004B,71
Hounslow 004C,51
Hounslow 004D,170
Hounslow 004E,69
Hounslow 005A,145
Hounslow 005B,203
Hounslow 005C,144
Hounslow 005D,161
Hounslow 006A,23
Hounslow 006B,78
Hounslow 006C,55
Hounslow 006D,87
Hounslow 006E,107
Hounslow 007A,15
Hounslow 007B,74
Hounslow 007C,17
Hounslow 007D,32
Hounslow 007E,48
Hounslow 007F,9
Hounslow 008A,61
Hounslow 008B,14
Hounslow 008C,29
Hounslow 008D,26
Hounslow 008E,22
Hounslow 009A,57
Hounslow 009B,40
Hounslow 009C,48
Hounslow 009D,40
Hounslow 010A,74
Hounslow 010B,99
Hounslow 010C,69
Hounslow 010D,55
Hounslow 010E,92
Hounslow 011A,75
Hounslow 011B,85
Hounslow 011C,87
Hounslow 011D,59
Hounslow 011E,90
Hounslow 012A,53
Hounslow 012B,85
Hounslow 012C,67
Hounslow 012D,34
Hounslow 012E,17
Hounslow 013A,64
Hounslow 013B,86
Hounslow 013C,102
Hounslow 013D,70
Hounslow 013E,173
Hounslow 014A,75
Hounslow 014B,104
Hounslow 014C,85
Hounslow 014D,67
Hounslow 014E,99
Hounslow 015A,113
Hounslow 015B,134
Hounslow 015C,81
Hounslow 015D,23
Hounslow 015E,47
Hounslow 016A,112
Hounslow 016B,160
Hounslow 016C,73
Hounslow 016D,89
Hounslow 016E,63
Hounslow 017A,82
Hounslow 017B,127
Hounslow 017C,79
Hounslow 017D,79
Hounslow 017E,153
Hounslow 018A,80
Hounslow 018C,119
Hounslow 018D,90
Hounslow 018E,39
Hounslow 018F,43
Hounslow 018G,76
Hounslow 019A,49
Hounslow 019B,55
Hounslow 019C,53
Hounslow 019D,21
Hounslow 019E,26
Hounslow 020A,61
Hounslow 020B,46
Hounslow 020C,58
Hounslow 020D,98
Hounslow 020E,226
Hounslow 021A,127
Hounslow 021B,114
Hounslow 021C,57
Hounslow 021D,84
Hounslow 021E,70
Hounslow 022A,76
Hounslow 022B,78
Hounslow 022C,76
Hounslow 022D,117
Hounslow 022E,94
Hounslow 023A,95
Hounslow 023B,126
Hounslow 023C,165
Hounslow 023D,102
Hounslow 023E,80
Hounslow 024A,72
Hounslow 024B,58
Hounslow 024C,108
Hounslow 024D,73
Hounslow 024E,111
Hounslow 024F,102
Hounslow 025B,80
Hounslow 025C,90
Hounslow 025D,75
Hounslow 025E,99
Hounslow 025F,148
Hounslow 025G,42
Hounslow 026A,115
Hounslow 026B,152
Hounslow 026C,122
Hounslow 026D,107
Hounslow 026E,111
Hounslow 027A,68
Hounslow 027B,92
Hounslow 027C,35
Hounslow 027D,75
Hounslow 027E,74
Hounslow 028A,121
Hounslow 028B,47
Hounslow 028C,99
Hounslow 028D,52
Hounslow 029A,11
Hounslow 029B,11
Hounslow 029C,38
Hounslow 029D,25
Hounslow 029E,9
Kingston upon Thames 001A,15
Kingston upon Thames 001B,18
Kingston upon Thames 001C,10
Kingston upon Thames 001D,48
Kingston upon Thames 001E,6
Kingston upon Thames 002A,5
Kingston upon Thames 002B,17
Kingston upon Thames 002C,25
Kingston upon Thames 002D,23
Kingston upon Thames 002E,6
Kingston upon Thames 003A,27
Kingston upon Thames 003B,23
Kingston upon Thames 003C,6
Kingston upon Thames 003D,20
Kingston upon Thames 003E,107
Kingston upon Thames 004A,59
Kingston upon Thames 004B,8
Kingston upon Thames 004D,10
Kingston upon Thames 004E,12
Kingston upon Thames 004F,34
Kingston upon Thames 004G,30
Kingston upon Thames 005A,47
Kingston upon Thames 005B,222
Kingston upon Thames 005C,49
Kingston upon Thames 005D,55
Kingston upon Thames 005E,68
Kingston upon Thames 006A,73
Kingston upon Thames 006B,17
Kingston upon Thames 006C,53
Kingston upon Thames 006D,65
Kingston upon Thames 006E,87
Kingston upon Thames 007A,9
Kingston upon Thames 007B,29
Kingston upon Thames 007C,34
Kingston upon Thames 007D,29
Kingston upon Thames 007E,39
Kingston upon Thames 008A,20
Kingston upon Thames 008B,25
Kingston upon Thames 008C,38
Kingston upon Thames 008D,13
Kingston upon Thames 008E,27
Kingston upon Thames 009A,26
Kingston upon Thames 009B,9
Kingston upon Thames 009C,34
Kingston upon Thames 009D,11
Kingston upon Thames 009E,8
Kingston upon Thames 010A,21
Kingston upon Thames 010B,17
Kingston upon Thames 010C,34
Kingston upon Thames 010D,29
Kingston upon Thames 011A,24
Kingston upon Thames 011B,20
Kingston upon Thames 011C,18
Kingston upon Thames 011D,7
Kingston upon Thames 012A,50
Kingston upon Thames 012B,86
Kingston upon Thames 012C,14
Kingston upon Thames 012D,37
Kingston upon Thames 012E,24
Kingston upon Thames 013A,50
Kingston upon Thames 013B,14
Kingston upon Thames 013C,22
Kingston upon Thames 013D,9
Kingston upon Thames 013E,15
Kingston upon Thames 014A,26
Kingston upon Thames 014B,14
Kingston upon Thames 014C,17
Kingston upon Thames 014D,12
Kingston upon Thames 014E,13
Kingston upon Thames 015A,30
Kingston upon Thames 015B,17
Kingston upon Thames 015C,24
Kingston upon Thames 015D,18
Kingston upon Thames 015E,22
Kingston upon Thames 016A,7
Kingston upon Thames 016B,16
Kingston upon Thames 016C,11
Kingston upon Thames 016D,58
Kingston upon Thames 016E,49
Kingston upon Thames 017A,57
Kingston upon Thames 017B,54
Kingston upon Thames 017C,70
Kingston upon Thames 017D,64
Kingston upon Thames 017E,49
Kingston upon Thames 018A,47
Kingston upon Thames 018B,31
Kingston upon Thames 018C,28
Kingston upon Thames 018D,58
Kingston upon Thames 018E,42
Kingston upon Thames 019A,42
Kingston upon Thames 019B,40
Kingston upon Thames 019C,19
Kingston upon Thames 019D,43
Kingston upon Thames 020A,43
Kingston upon Thames 020B,47
Kingston upon Thames 020C,65
Kingston upon Thames 020D,38
Kingston upon Thames 020E,72
Merton 001A,..
Merton 001B,15
Merton 001C,..
Merton 001D,73
Merton 001E,18
Merton 002A,6
Merton 002B,10
Merton 002C,7
Merton 002D,..
Merton 003A,19
Merton 003B,5
Merton 003C,13
Merton 003D,38
Merton 003E,25
Merton 004A,15
Merton 004B,5
Merton 004C,7
Merton 004D,15
Merton 004E,..
Merton 005A,44
Merton 005B,24
Merton 005C,46
Merton 005D,17
Merton 005E,15
Merton 006A,37
Merton 006B,7
Merton 006C,8
Merton 006D,16
Merton 006E,79
Merton 007A,81
Merton 007B,67
Merton 007C,26
Merton 007D,43
Merton 007E,49
Merton 008A,44
Merton 008B,82
Merton 008C,40
Merton 008D,96
Merton 008E,72
Merton 009A,17
Merton 009B,22
Merton 009C,11
Merton 009D,8
Merton 009E,22
Merton 010A,8
Merton 010B,5
Merton 010C,21
Merton 010D,22
Merton 010E,16
Merton 011A,22
Merton 011B,18
Merton 011C,15
Merton 011D,9
Merton 011E,13
Merton 012A,126
Merton 012B,93
Merton 012C,111
Merton 012D,42
Merton 012E,70
Merton 013A,125
Merton 013B,83
Merton 013C,91
Merton 013D,50
Merton 013E,113
Merton 014A,122
Merton 014B,137
Merton 014C,100
Merton 014D,115
Merton 014E,133
Merton 015A,33
Merton 015B,8
Merton 015C,7
Merton 015D,21
Merton 015E,15
Merton 016A,44
Merton 016B,11
Merton 016C,56
Merton 016D,55
Merton 016E,17
Merton 017A,71
Merton 017B,65
Merton 017C,109
Merton 017D,58
Merton 017E,85
Merton 018A,88
Merton 018B,123
Merton 018C,148
Merton 018D,106
Merton 018E,146
Merton 019A,69
Merton 019B,119
Merton 019C,115
Merton 019D,153
Merton 019E,74
Merton 020A,7
Merton 020B,31
Merton 020C,29
Merton 020D,45
Merton 020E,39
Merton 021A,15
Merton 021B,32
Merton 021C,29
Merton 021D,21
Merton 021E,40
Merton 022A,113
Merton 022B,58
Merton 022C,64
Merton 022D,89
Merton 022E,104
Merton 023A,60
Merton 023B,77
Merton 023C,72
Merton 023D,124
Merton 023E,84
Merton 024A,85
Merton 024B,80
Merton 024C,110
Merton 024D,66
Merton 024E,98
Merton 025A,49
Merton 025B,36
Merton 025C,48
Merton 025D,38
Merton 025E,24
Redbridge 001A,19
Redbridge 001B,12
Redbridge 001C,24
Redbridge 001D,18
Redbridge 001E,28
Redbridge 001F,47
Redbridge 001G,29
Redbridge 002A,109
Redbridge 002B,116
Redbridge 002C,111
Redbridge 002D,111
Redbridge 003A,64
Redbridge 003B,56
Redbridge 003C,86
Redbridge 003D,83
Redbridge 004A,51
Redbridge 004B,36
Redbridge 004C,101
Redbridge 004D,35
Redbridge 005A,56
Redbridge 005B,52
Redbridge 005C,43
Redbridge 006A,54
Redbridge 006B,37
Redbridge 006C,101
Redbridge 006D,67
Redbridge 006E,57
Redbridge 006F,81
Redbridge 006G,82
Redbridge 007A,35
Redbridge 007B,23
Redbridge 007C,34
Redbridge 007D,22
Redbridge 007E,82
Redbridge 007F,26
Redbridge 007G,43
Redbridge 008A,61
Redbridge 008B,123
Redbridge 008C,38
Redbridge 008D,59
Redbridge 009A,34
Redbridge 009B,95
Redbridge 009C,201
Redbridge 009D,38
Redbridge 009E,57
Redbridge 009F,38
Redbridge 009G,40
Redbridge 010A,86
Redbridge 010B,54
Redbridge 010C,83
Redbridge 010D,62
Redbridge 012A,88
Redbridge 012B,41
Redbridge 012C,44
Redbridge 012D,38
Redbridge 013A,81
Redbridge 013B,81
Redbridge 013C,61
Redbridge 013D,69
Redbridge 014A,11
Redbridge 014B,23
Redbridge 014C,64
Redbridge 014D,21
Redbridge 014E,15
Redbridge 014F,29
Redbridge 014G,35
Redbridge 015A,62
Redbridge 015B,53
Redbridge 015C,47
Redbridge 015D,67
Redbridge 017A,61
Redbridge 017B,87
Redbridge 017C,90
Redbridge 017D,117
Redbridge 018A,21
Redbridge 018B,45
Redbridge 018C,21
Redbridge 018D,24
Redbridge 019A,123
Redbridge 019B,103
Redbridge 019C,84
Redbridge 019D,119
Redbridge 019E,84
Redbridge 019F,162
Redbridge 019H,72
Redbridge 019I,89
Redbridge 020A,100
Redbridge 020B,89
Redbridge 020C,49
Redbridge 020D,123
Redbridge 022A,109
Redbridge 022B,117
Redbridge 022C,123
Redbridge 022D,61
Redbridge 023A,89
Redbridge 023B,138
Redbridge 023C,125
Redbridge 023D,211
Redbridge 024A,99
Redbridge 024B,109
Redbridge 024C,107
Redbridge 024D,87
Redbridge 026A,81
Redbridge 026B,112
Redbridge 026C,79
Redbridge 026D,67
Redbridge 027A,24
Redbridge 027B,23
Redbridge 027C,19
Redbridge 027D,61
Redbridge 029A,146
Redbridge 029B,91
Redbridge 029C,117
Redbridge 029D,119
Redbridge 030A,144
Redbridge 030B,172
Redbridge 030C,121
Redbridge 030D,92
Redbridge 030F,115
Redbridge 030G,88
Redbridge 030H,74
Redbridge 030I,153
Redbridge 031A,70
Redbridge 031B,179
Redbridge 031C,180
Redbridge 031D,120
Redbridge 031E,103
Redbridge 031F,155
Redbridge 031G,120
Redbridge 032A,168
Redbridge 032B,114
Redbridge 032C,136
Redbridge 032D,170
Redbridge 032E,132
Redbridge 033A,116
Redbridge 033B,173
Redbridge 033C,188
Redbridge 033D,129
Redbridge 034A,97
Redbridge 034B,135
Redbridge 034C,142
Redbridge 034D,106
Redbridge 034E,89
Redbridge 034F,131
Redbridge 034G,92
Redbridge 035A,54
Redbridge 035B,77
Redbridge 035C,80
Redbridge 035D,85
Redbridge 035E,78
Redbridge 035F,66
Redbridge 035G,67
Redbridge 035H,60
Redbridge 036A,60
Redbridge 036B,63
Redbridge 036C,35
Redbridge 036D,47
Redbridge 036E,56
Redbridge 036F,34
Redbridge 036G,45
Redbridge 036H,44
Richmond upon Thames 001A,..
Richmond upon Thames 001B,13
Richmond upon Thames 001C,..
Richmond upon Thames 001D,35
Richmond upon Thames 001E,..
Richmond upon Thames 001F,7
Richmond upon Thames 001G,39
Richmond upon Thames 002A,..
Richmond upon Thames 002B,14
Richmond upon Thames 002C,17
Richmond upon Thames 002D,..
Richmond upon Thames 002E,12
Richmond upon Thames 002F,7
Richmond upon Thames 003A,14
Richmond upon Thames 003B,27
Richmond upon Thames 003C,27
Richmond upon Thames 003D,63
Richmond upon Thames 003E,33
Richmond upon Thames 003F,28
Richmond upon Thames 003G,8
Richmond upon Thames 004A,29
Richmond upon Thames 004C,22
Richmond upon Thames 004D,43
Richmond upon Thames 004E,21
Richmond upon Thames 004F,15
Richmond upon Thames 004G,35
Richmond upon Thames 004H,20
Richmond upon Thames 005A,17
Richmond upon Thames 005B,9
Richmond upon Thames 005C,10
Richmond upon Thames 005D,5
Richmond upon Thames 005E,9
Richmond upon Thames 006A,11
Richmond upon Thames 006B,8
Richmond upon Thames 006C,9
Richmond upon Thames 006D,31
Richmond upon Thames 007A,5
Richmond upon Thames 007B,6
Richmond upon Thames 007C,17
Richmond upon Thames 007D,11
Richmond upon Thames 008A,..
Richmond upon Thames 008B,5
Richmond upon Thames 008C,5
Richmond upon Thames 008D,9
Richmond upon Thames 009A,10
Richmond upon Thames 009B,13
Richmond upon Thames 009C,7
Richmond upon Thames 009D,14
Richmond upon Thames 010A,23
Richmond upon Thames 010B,54
Richmond upon Thames 010C,55
Richmond upon Thames 010D,39
Richmond upon Thames 010E,26
Richmond upon Thames 011A,28
Richmond upon Thames 011B,19
Richmond upon Thames 011C,19
Richmond upon Thames 011D,20
Richmond upon Thames 012A,6
Richmond upon Thames 012B,5
Richmond upon Thames 012C,29
Richmond upon Thames 012D,45
Richmond upon Thames 013A,69
Richmond upon Thames 013B,108
Richmond upon Thames 013C,68
Richmond upon Thames 013D,99
Richmond upon Thames 013E,19
Richmond upon Thames 013F,24
Richmond upon Thames 014A,12
Richmond upon Thames 014B,18
Richmond upon Thames 014C,19
Richmond upon Thames 014D,24
Richmond upon Thames 015A,29
Richmond upon Thames 015B,14
Richmond upon Thames 015C,58
Richmond upon Thames 015D,19
Richmond upon Thames 015E,16
Richmond upon Thames 015F,38
Richmond upon Thames 015G,36
Richmond upon Thames 016A,7
Richmond upon Thames 016B,8
Richmond upon Thames 016C,5
Richmond upon Thames 016D,6
Richmond upon Thames 017A,41
Richmond upon Thames 017B,77
Richmond upon Thames 017C,63
Richmond upon Thames 018A,23
Richmond upon Thames 018B,28
Richmond upon Thames 018C,20
Richmond upon Thames 018D,7
Richmond upon Thames 019A,25
Richmond upon Thames 019B,11
Richmond upon Thames 019C,16
Richmond upon Thames 019D,31
Richmond upon Thames 020A,23
Richmond upon Thames 020B,63
Richmond upon Thames 020C,26
Richmond upon Thames 020D,34
Richmond upon Thames 020E,54
Richmond upon Thames 020F,31
Richmond upon Thames 021A,11
Richmond upon Thames 021B,7
Richmond upon Thames 021C,36
Richmond upon Thames 021D,15
Richmond upon Thames 022A,25
Richmond upon Thames 022B,..
Richmond upon Thames 022C,24
Richmond upon Thames 022D,12
Richmond upon Thames 022E,17
Richmond upon Thames 022F,37
Richmond upon Thames 023A,9
Richmond upon Thames 023B,19
Richmond upon Thames 023C,8
Richmond upon Thames 023D,7
Richmond upon Thames 023E,51
Richmond upon Thames 023F,30
Sutton 001A,74
Sutton 001B,72
Sutton 001C,90
Sutton 001D,95
Sutton 001E,119
Sutton 002A,92
Sutton 002B,120
Sutton 002C,80
Sutton 002D,62
Sutton 002E,104
Sutton 003A,36
Sutton 003B,47
Sutton 003C,44
Sutton 003D,32
Sutton 003E,37
Sutton 004A,24
Sutton 004B,29
Sutton 004C,47
Sutton 004D,53
Sutton 004E,54
Sutton 005A,72
Sutton 005B,35
Sutton 005C,47
Sutton 005D,93
Sutton 005E,51
Sutton 006A,16
Sutton 006B,31
Sutton 006C,73
Sutton 006D,92
Sutton 006E,56
Sutton 007A,36
Sutton 007B,84
Sutton 007C,57
Sutton 007D,38
Sutton 008A,16
Sutton 008B,10
Sutton 008C,22
Sutton 008D,37
Sutton 008E,40
Sutton 008F,26
Sutton 009A,47
Sutton 009B,28
Sutton 009C,33
Sutton 009D,22
Sutton 009E,15
Sutton 010A,34
Sutton 010B,59
Sutton 010C,30
Sutton 010D,34
Sutton 010E,33
Sutton 011A,62
Sutton 011B,28
Sutton 011C,61
Sutton 011D,18
Sutton 011E,24
Sutton 011F,45
Sutton 011G,31
Sutton 012A,40
Sutton 012B,94
Sutton 012C,89
Sutton 012D,152
Sutton 012E,41
Sutton 013A,25
Sutton 013B,31
Sutton 013C,64
Sutton 013D,17
Sutton 013E,49
Sutton 014A,23
Sutton 014B,75
Sutton 014C,43
Sutton 014D,41
Sutton 014E,45
Sutton 015A,23
Sutton 015B,18
Sutton 015C,42
Sutton 015D,28
Sutton 015E,14
Sutton 016A,37
Sutton 016B,17
Sutton 016C,15
Sutton 016D,10
Sutton 016E,9
Sutton 017A,15
Sutton 017B,49
Sutton 017C,29
Sutton 017D,65
Sutton 017E,42
Sutton 018A,38
Sutton 018B,35
Sutton 018C,35
Sutton 018D,11
Sutton 018E,22
Sutton 019A,96
Sutton 019B,72
Sutton 019C,124
Sutton 019D,78
Sutton 019E,61
Sutton 020A,30
Sutton 020B,41
Sutton 020C,50
Sutton 020D,14
Sutton 020E,27
Sutton 021A,72
Sutton 021B,24
Sutton 021C,40
Sutton 021D,35
Sutton 021E,30
Sutton 022A,5
Sutton 022B,6
Sutton 022C,45
Sutton 022D,9
Sutton 022E,13
Sutton 024A,15
Sutton 024B,22
Sutton 024C,33
Sutton 024D,35
Sutton 025A,26
Sutton 025B,18
Sutton 025C,5
Sutton 025D,11
Sutton 025E,14
Waltham Forest 001A,95
Waltham Forest 001B,74
Waltham Forest 001C,51
Waltham Forest 001D,86
Waltham Forest 001E,75
Waltham Forest 002A,10
Waltham Forest 002B,21
Waltham Forest 002C,52
Waltham Forest 002D,43
Waltham Forest 002E,58
Waltham Forest 003A,131
Waltham Forest 003B,67
Waltham Forest 003C,29
Waltham Forest 003D,95
Waltham Forest 003E,89
Waltham Forest 004A,95
Waltham Forest 004B,29
Waltham Forest 004C,60
Waltham Forest 004D,50
Waltham Forest 004E,67
Waltham Forest 005A,44
Waltham Forest 005B,98
Waltham Forest 005C,81
Waltham Forest 005D,82
Waltham Forest 005E,84
Waltham Forest 006A,54
Waltham Forest 006B,89
Waltham Forest 006C,141
Waltham Forest 006D,117
Waltham Forest 006E,127
Waltham Forest 007A,43
Waltham Forest 007B,70
Waltham Forest 007C,84
Waltham Forest 007D,56
Waltham Forest 007E,24
Waltham Forest 007F,52
Waltham Forest 008A,61
Waltham Forest 008B,139
Waltham Forest 008C,148
Waltham Forest 008D,79
Waltham Forest 008E,146
Waltham Forest 009A,164
Waltham Forest 009B,218
Waltham Forest 009C,101
Waltham Forest 009D,129
Waltham Forest 009E,174
Waltham Forest 010A,117
Waltham Forest 010B,156
Waltham Forest 010C,73
Waltham Forest 010D,73
Waltham Forest 011A,140
Waltham Forest 011B,117
Waltham Forest 011C,80
Waltham Forest 011D,74
Waltham Forest 011E,72
Waltham Forest 012A,90
Waltham Forest 012B,89
Waltham Forest 012C,152
Waltham Forest 012D,214
Waltham Forest 012E,77
Waltham Forest 013A,147
Waltham Forest 013B,108
Waltham Forest 013C,123
Waltham Forest 013D,115
Waltham Forest 013E,85
Waltham Forest 013F,106
Waltham Forest 014A,133
Waltham Forest 014B,102
Waltham Forest 014C,124
Waltham Forest 014D,193
Waltham Forest 014E,62
Waltham Forest 015A,66
Waltham Forest 015B,60
Waltham Forest 015C,22
Waltham Forest 015D,162
Waltham Forest 015E,43
Waltham Forest 016A,85
Waltham Forest 016B,56
Waltham Forest 016C,93
Waltham Forest 016D,96
Waltham Forest 016E,113
Waltham Forest 016F,71
Waltham Forest 017A,130
Waltham Forest 017B,118
Waltham Forest 017C,114
Waltham Forest 017D,167
Waltham Forest 017E,127
Waltham Forest 018A,73
Waltham Forest 018B,186
Waltham Forest 018C,94
Waltham Forest 018D,92
Waltham Forest 018E,179
Waltham Forest 019A,74
Waltham Forest 019B,157
Waltham Forest 019C,67
Waltham Forest 019D,95
Waltham Forest 019E,70
Waltham Forest 020A,171
Waltham Forest 020B,89
Waltham Forest 020C,134
Waltham Forest 020D,123
Waltham Forest 020G,310
Waltham Forest 021A,37
Waltham Forest 021B,83
Waltham Forest 021C,90
Waltham Forest 021D,83
Waltham Forest 021E,30
Waltham Forest 022A,103
Waltham Forest 022B,151
Waltham Forest 022C,119
Waltham Forest 022D,107
Waltham Forest 022E,70
Waltham Forest 023A,74
Waltham Forest 023B,76
Waltham Forest 023C,58
Waltham Forest 023D,65
Waltham Forest 023E,109
Waltham Forest 024A,108
Waltham Forest 024B,127
Waltham Forest 024C,35
Waltham Forest 024D,71
Waltham Forest 024E,38
Waltham Forest 025A,51
Waltham Forest 025B,105
Waltham Forest 025C,75
Waltham Forest 025D,76
Waltham Forest 025E,64
Waltham Forest 026A,46
Waltham Forest 026B,227
Waltham Forest 026C,112
Waltham Forest 026D,70
Waltham Forest 026E,119
Waltham Forest 027A,138
Waltham Forest 027B,116
Waltham Forest 027C,92
Waltham Forest 027D,73
Waltham Forest 027E,160
Waltham Forest 027F,106
Waltham Forest 028A,75
Waltham Forest 028B,66
Waltham Forest 028C,80
Waltham Forest 028D,53
Waltham Forest 028E,90
Waltham Forest 028F,115
Total,319168
